tweet,label
yanzu idan nayi dariya zakuce bani da imani koh allah ya kiyaye gaba,0
nidaikam muna buharirokon mushine allah ya shigemasa gaba ameen thuma ameen,0
subhanailla a kan me kenan gaskiya dai ba a kyauta wa amma sarki karka damu akwai allah kuma yana tare da kai,0
dan allah bbc hausa ina mai rokon alfarma agurinku da kudena irin wadannan tambayoyin lokacin azumin ramadan saboda mu daku duka musulmai ne kamata yayi mu maida hankali wajen yin abinda allah zai farin ciki damu bawai kudinga posting na abubuwanda bai daceba please,0
allah isa hakan shi yapi alkhairi,0
ni ba daria ce damuwa taba yadda kika bada wutane ya burgeni,0
kai wallahi naji dadi sosai wallahi cant wait to see dear allah yakara ilimi da basira ameen,0
allah y kauda idon makiya ramatuu️,0
jega na baka qanwa ta kyauta heheya yi deserving ne my sis,0
allah yasa bakin wahalar kenan haka abun ya zama,0
ya allah ka kawo mana karshen wannan din,0
allah sarki nanfa nigeria ne ehen,0
allah yakarawa annabi daraja yakare alummar muslimai,0
baba manjo aikin ka na kyau my people please stay safe corona virus is realaciga ba da wanke hanu stay safe and dont forget always wear your face mask,0
allah yakawo mana karshen wannan tashin hankali,0
dama ina ruwanmu dasu lokacinmu daya ne basu mukewa ibada ba allah muke yimawa,0
allah ya kyaimu gaban,0
allah yaqarawa jaruma lapia,0
gabadai gabadai anty na nice one,0
wannan aure bai kamata ya kare haka ba yakamata aje biko gaskia,0
allah ya karemu ameen,0
allah ya kara miki lafia yija zamaninki da nisan kwana,0
alhamdulillahi shugancin nagari kenan ba irin su trump ba,0
allah ya starimu dan darajar manzo allah,0
allah yaji kan sarki,0
to allah ya shiga tsakanin nagari da mugu,0
ya allah muna neman tsarin ka daga sharrin mutum da na aljan ya allah kada ka bari mu cutar da kowa ya allah kada ka bari a cutar da mu muna yiwa kowa fatan alkhairan duniya da lahira ️,0
innalillahi wainna ilaihirajiu ya allah ka rabamu da sharrin shedan dana zuciya,0
da kyau n kashi da tini kin mutu my actress much love you ️,0
dan allah kada a tattanuna allah bana son dawowa nigeria,0
wannan ai hine sama murna kasamurna,0
allah tabbatar wa gida najeriya alkhairi,0
allah ya kawo karshen milkin zalinci a kasata ameen,0
ki yi mu kyau,0
kaiamma abun yayina jinjina ma norway,0
allah ya amsa domin darajar manzonsa,0
b har cikin xuciya ba yaseen wannna congrats en,0
allahu akbar allah ya jikansu baba,0
allah yakare musulman ciki ameeeen,0
toh ku haska da kyau,0
nagode amma baka kyauta masu yaya dankombo ba oga falalu allah kara basira aikinka yana kyau,0
masha allah amma ina mai bada shawara ayi ayi hakuri kar a fara nunawa har sai bayan an kammala azumin ramadan domun in har akafara haskawa zai iya daukar hankalin wajen hanasu yin ibada shawarace,0
ya allah kasa ina cikin masu zuwa,0
allah ya kyauta wlh nama rasa mai zance,0
sabida wajen saidashi ake haduwa da daddare bayan an dawo kasuwa a yi hira sey kuma a saya ayi tsara ba wa amarya idan zaa koma gida,0
baba a gwara kasa muna goyan bayan ka allah yadaga najeria amin,0
allah kayi mana gata,0
allah ya kara masa lafiya basira da hazaka ubangiji allah ya cika masa bururrukan sa na alkairi ya kuma musanya masa na sharri da mafi alqairi ameen summa ameen happy birthday,0
congratulations to you mai rariya,0
ya allah kayafe mana tunanin da mukeyi nace wa buhari me gaskiyane,0
alhamdulillah allah yah qara jaddada musulinchi da musulmae allah yah karya kaphirchie da kaphirae,0
allah yabamu alkhairinda yakecikinta,0
rahama sadau tunda aka gama nuna film din muka daena jin duriyarki we miss you,0
ko kefa ay irin wannan dress yafi hbd,0
maganar da governor zulum yafada gaskiya ne munga sauyi sosai aqasarmu sakamakon mulkin nan mudai ahakan muna godiya baramuzama butulubaa allah yakayuata yadada karemu daga sharrin duk wanda yake nufimmu da sharri ya allah kaqarawa shuwagabannimmu tausayimmu azukatansuu,0
yanzu kam kin girma a acting fa kin bar fita as afto kin koma fita as boss much pyar,0
allah ya karawa rayuwarka albarka,0
valentines day yau ne ranar masoya ️ a duniya ka furtawa budurwar ka wadannan kalaman soyayyar zatayi farinciki,0
wollah kinyi kyau i love it,0
to allah kai ne sarki kai daya,0
allah ya shiryamu duka,0
we appreciated it but what can u say about these pple that feed on daily struggles iyayenmu dayawa suna cida yan uwanmu da iyayenmu mata ne da abinci irin na tsuntsu wanda kullum se anfita an nemo basutaraba,0
ya allah kazunar da kasata nigeria lafiya ya allah dukaine wanda bayason zaman lafiya to allah gaka gashi a allah kabawa sojoji nigeria nasarr akan makiyan nigeria,0
kalamansoyayya️da zaka tsara mace cikin sauki karanta su a nan,0
allah ya gafarta masa ameen allah yasa annabi s a w ya karbi bakoncinsa ameen,0
laifin dadin karewa ina fatan bazaku dauki lokaci ba zaku dawo zango na uku ba wlh wanan shiri yana mutukar kayatarwa sosai,0
hmm duniar musulmi da labarawa kenan a yau daga zama super power lokacin uthman empire zuwa the weakest community lokacin prince salman allah ya kawo mana mafita,0
allah sarki allah ya bata lapia amin,0
masha allah allah ya kara daukaka kannywood dr,0
allah sarki babu yan gidan malam shehu,0
allah jikansa ya gafarta masa ameen summa ameen,0
rahama simply you have to ask for forgiveness from almighty allah swa we also looking from forgiveness from our almighty god allah ya yafe mana baki guda amma wlh kin bani tausayi sosai nima ji nike kamar na fashe da kukan sbd nasan dalilin kukan da kikeyi,0
da yama kansa adalci yasin,0
ya allah yayimu gafara ameen,0
haka yayi dai dai haka nakesan kasata nigeria tadawo basani ba sabo kowa ya taka doka to a hukuntashi ba wani siyasa allah yakara shigemn gaba,0
girman kuneh ae,0
thank god for face mask and sheild yanzu zamu iya shiga kasuwa cefane ‍️,0
allah ya biyakuba kamar oo ba,0
thou abu yayi kyau babban sasanci kawai abamu kudi,0
gabadai gabadai trump wish you won the election,0
allahu akbar allah yajikan yamasa rahama amin ya allah allah yayafims sa kurakuraisa amin,0
allah sarki allah ya taimaka babaneman nakai yafi maula,0
allah qara lpy da nisan kwana,0
alhamdulillah malam aminu wasa yana kyu sai dai bamuqara gani nura mai kemis ba da kuma presdo allah yaqara basira da daukaka,0
allah ka daukaka musulunci da musulmai ka karya kafurci da kafirai,0
to dama ai yafi son su,0
au ashefa ur name can be twisted as ramatu to be sincere rahama yafi dadi,0
allah subhanahu wataala kawargaxa shirinsu kakawomana qarshensu ya allah kawulakantasu dasuda masu daukar nauyinsu ya arhamarraheemeen ‍️,0
allah katsare mana musulman mu nacen,0
ameeeen ameeeen muma munama fatan alkairi,0
allah gafarta masa isa aljannah ce makomarsa,0
alqurani allah yace wala tabarrajna tabarrujal jaahiliyail uula ashe dabiar jahilan farko ne sai jahilan qarshe suke kwaikwaya wa iyazu billah allah ya shiryar damu gaba daya,0
yan mata irin wannan wanka haka,0
allahu akbar ya allah kamin daukakar da zamin hakn albarkar wannan da yake kwance anan ya allah koh amafarki ne ya subhanalilih,0
kalaman soyayya masu ratsa zuciyar masoya ina masoya maza da matan yakamata kusan su,0
mai farin jinin kannywood,0
kut mutumi na yau akwai chasu kenan ta yi ma reply finally,0
ameen the multiple award winning actor allah yaqara daukaka da nisan kwana sarki,0
allah ya kyau ta ba nigeriya bakenan allah ya kawo muna karshen yan bindiga,0
saw allah yanunamin nima,0
congrats sarkin waka a dora daga inda aka tsaya,0
thanks i really appreciate it kinga kuwa na kwana biyu banciba,0
a a mutuniyar fa yau ansa hijab gashi har kinyi kyau dole sema munje india gun,0
allah yasa tabbatar da hakan idan dai har wannan kuduri ya karbu kuma babu wane babu wance a ciki maana babu talaka babu mai kudi to wallahi muna maraba da wannan matakin kaucewa hukuncin allah shine karin matsalolin dake addabar alumma a duniya allah yayi maka jagora amin,0
allah sarki madrid ba wan ba kanin,0
uhmallah dae ya yafe mana kurakunmu,0
allah ya jiƙan sa amin duniyar aikin jarida da kuma finafinai sun yi gagarumin rashi allāh ya albarkaci abunda ya bari amin,0
yauda xan tafi osun allah idan mutanen nan sun fito ka hanamu fitatowa idan mun fita ka hanasu fitowa,0
subahanallah subahanallah allah yasa mudace,0
kishin kasa allah yajikan general murtala muhammadameen,0
allah masani director masani aminu,0
allah ya rabamu da ciwon hassada ameen on dibai,0
nidai tsakanina da allah wlh an burgeni wajannan,0
alhamdulillah allah ya kara tona musu asiri alfarman annabi da alqurani,0
subhanallahi allah ya kawo mana saukin wannan lamarin,0
allah ka kawo mana karshen wannan boko haram din,0
shakuwa da mutum akwai dadi wajen rabuwa ba dadi allah yamasa rahamaameen,0
abin dariya allah yayi mana maganinsu,0
yaro ya fito babansa sak allah ya musu gafara baki daya,0
allah ya kaimu sati biyu ba fushi muke ba,0
wannan gaskiya adalin jagora,0
fati washa gaskia kin hadu,0
subhanalillahi wannan wane irin duniya muka tsinci kammu aciki allah ya kyauta yakuma tona asirinshi,0
wannan alama ce ta matan kwarai masu mutunci ba qasqanci ba ne mata iyayen mu ne muna son ku mata️,0
har ma ji kamshin soyensa,0
allah ya jaddada rahma agareka,0
allah yayafe mana gaba daya yayi sana diyya shiriyanki,0
allah yayi mana maganin wannan cutar,0
the best musician hamisu breakar,0
allah is there for you jikan muhammadu adawo lafiya,0
munyi farin ciki da dawowansa,0
allah yakawo mana daukin wannar annoba guda ta covid ta cuta data covid ta yunwa,0
wow wanna gaskiya ne wani yace duk kano babu kamar ki,0
allah ya jikansu da rahama baki daya,0
sheik jafar mahmud adam allah gafarta maka,0
sai kayi talaka zaisha jarmiya,0
innalillahi wainnah ilaihi rajiun ya rabbi ka temaki musulunci da musulmai duniya,0
baba buhari ikon allah kana tareda nasara insha allah,0
allah yarabamu da gwamnatin ayan wariyar launin fata,0
allah ya bada ikon gyara gaba,0
allah ya basu zaman lfyallah yasa wannan aure ya zama alkhairi a garesu,0
gaskiya ne oga allah yakara basira,0
subahanallahi allah yakiyaye gaba ameen,0
hakika indian gwamnati tana baiwa jamian tsaro dama aikinsu yadda yakamata zaa samu saukin insha allah ️,0
allah sarki abin akwai ban tausayi sosai,0
allah ya kawo muna karshen wannan taaddanci a nigeria amin,0
allah yajikansu ya gafarta musu yasa aljannah ce makoma,0
allah kawo nagari,0
amarya bakya laifi ko kin kashe dan masu gida an,0
inkaji tambura sai sarkihadari sa gabanka inda kakeso,0
ubangiji allah yakaimu allah yasa munada raban kallonsa,0
masha allah to allah de karbi ibadunmu,0
duk clubs dinda a duniya suna bukatar irin ramos,0
toh dama a hannun waake inba a hannun allah ba kedai ki gyara,0
zan ce masa ya yi wa allah ya taimaka ya karɓi ragowar albashin sa sai ya sauka wani ya tuka motar,0
wannan mataki na nafdac yayi dai dai domin kuwa abaya sun nuna kamar basu san aikinsu ba amma ɗaukar wannan irin mataki ya nuna akwai ragowar himma a tattare dasu muna fatan zasu cigaba da gudanar da bincike domin ganin an fidda maragurbi daga cikin masu rai,0
babban yaron kd kenan mae koya musu wanka ‍️‍️‍️‍️‍️,0
allah ya kawo mana shugabbani nagari idan da akwai adalci a milkinka ai babu wanda zai sace kayan abinciallah ya iya mama,0
ai fa️ baban su️de kabada himma oga qasannan dai kamar mu fita insha allah,0
toh allah karo wani bashi,0
looking beautiful rahama️️,0
allah ya qara tsare mu daga sharrin masu sharri bi jahid sayyadil ummah,0
allah yatabbatarda alkhairinsa aciki,0
kamar yanda ya sameshi akan kujerar shi ta sarauta inshaa allahu anan zai gama mulkinshi na tenure ya barshi,0
allah ubangiji ya jikanshi yasa aljammah ce makoma,0
wannan abu yayi mudai fatanmu shine allah ya basu saa kuma muna roƙon allah ya kawo a zaman lfy me ɗorewa amin summa amin,0
tohhh mudai munga gawar mutum a qasa kuma muna fata ubangiji allah yayi masu rahama yasa aljannah firdausi ce makomarsu muna roqon allah ya kawo mana sauqi acikin shaanin tsaro yazaunar da qasar mu lpy ameeen,0
kwarai dan mutanan daura acigaba dagashi suya sai ranar sallah,0
allah ya kawo muna karshen wannan rikichi na,0
allah yabaki lafya mamana yasa kaffarece agareki i really felt that which youre going through may allah grant you quick recovery aameen,0
saudiyya manya allah dai ya gyara lamurran kasarnan amin,0
amen barka da shan ruwa dear rahama,0
to allah yayi jagora ya bada ikon sauke hakkokin da suka rataya a huyan shugannin mu baki daya ameen,0
pls kada ka haddasa bakin ciki a zuciyar dan naga taketakenka kenan but any way allah ya karawa rayuwa albarka da basira,0
sadau kike kowanipa kin birgeni enaso naga mutum inzayyi abu yayishi perfectly ️️️ kinyi buraaaubaaa kuma takai miki ena roqon ubangiji ya shiryaki lokaci daya yakuma yafe miki mutane sunsaki gaba,0
wata sabuwa kenan muna kirawa alumma dacewar sai munƙara komawa ga allah kana musamu mafita a rayuwa,0
allah ya kaimu kuma allah ya nuna mana ranar da rai da lpy kuma allah ya bamu zaman lpy allah ya daukaka nigeria,0
ke kyakkyawawce ‍ son kowa kin wanda yarasa my dear ke makurar kyakkyawawce ‍kina masifar burgeni,0
oga ka dade kana disco fa naga har a aljihu ake sama kudi,0
wannan yanada kyawo allah ya taimaka,0
thats my guy in ma kukan za ayi ana tare,0
masha allah hajiya that cuteness,0
agaskia kisan yayi yawa sannan abi haushinma shine mininster n tsaro wai daga zamfara yake yayi shiru padan gwamnati ma shiru kakeji shima dai toh shikenan allah yakawo muku dauki amiin,0
matsalar mu na tareda mu kullum allah yakawo karsten wannan abu,0
aameenallah y kara fasaha mai gd,0
nasiha karka shiga tsakanin bawa da mahalicinsa,0
muna fatan allah yakarbi adduoinmu baki dai allah yazaunar da kasashen mu lafiya dan darajar annabi saw,0
nikam nayi farin chiki,0
kizo kema na taimaka miki nasan dai ba gal bace,0
barka da sallah sir,0
masha allah allah yayi masa jagora ameen,0
ahhh ina yinki ramatu,0
hakika wannan yariya tayi kokari sosai bbc hausa allah yakara muku basira,0
to allah ya rupamana asiri yabamu yadda xamiyi yakuma karemu daga sharrin mugayen bayinsa ameen,0
allah yabiya dear allah yakara budi ya bakai nasara aduk abinda kikasa agaba,0
allah ya sauwake allah kuma ya kawo mana karshen wannan masifa alfarmar annabi muhammad s a w,0
allah ya mayar musu da wanda ya fishi alkhairi kuma ya kiyaye nagaba amin summa amin,0
kinja kaya da mati a zazzau bah dole ki dariya da larabci bah,0
one in a million the northern queen allah ya kara ma rayuwar ki albarka,0
allah ya karbi addu a ya kawomana karshen wannan balai da masiba a kasarmu nigeria amin summa amin,0
𝓐𝓵𝓵𝓪𝓱 𝓴𝓪 𝓼𝓪𝓴𝓪 𝓶𝓪 𝔀𝓪𝓭𝓪𝓷𝓭𝓪 𝓪𝓴𝓪 𝔃𝓪𝓵𝓾𝓷𝓽𝓪,0
yah masoyiya hadixa gabon wuup wuup din sarkin wakar sarkin lagos,0
allah shikawo muna karshen wannan matsala,0
allah ya sa kar ayi kashe mu raba muna fatan saƙon ya isa ga mabuƙata,0
ahar kulun soyayyar baba buharin mu karuwa takeyi azuciyar talaka,0
saw allah ya karawa annabi daraja ameen summa ameen,0
mansoor yayi kyau sosai allah yakara basira king,0
amatsayina na cikkaken mai goyon bayan ƙungiyar kwallon ƙafa ta arsenal naji daɗin wannan labari sai dai baanan gizo ke saƙar ba matsalan itace shin mamallakin ƙungiyar zai iya cire zunzurutun kuti wajen sayan ɗan wasan da muke fatan kawowa,0
allah yajikan tsohon shugaban kasa ta tandja mamadou da rahama amin somma amin,0
allah swa yatsare gaba ina yimiki fatan alheri amin aamsaw,0
i dont even know what i should saying allah ubangiji ya gafarta masa yasa ya huta nigeria akwai gyara fa gaskiya ko nace gyare gyare,0
hmm wasu nakiran ki auty ke kuma ki amsawa koh to i will do,0
allah yajikanki da rahama mamata,0
congratulation kannywood king,0
allah yakawo mana qarshen wannan wahalar dan alfarmar annabi ameen ya rabbi,0
innalillahi wainna ilaihirrajiun ya allah ka kawo mana karshen wannan masifa,0
no more pressure my dear rahama akiyaye gaba,0
angaida wakilin wakili,0
allahu akbar allah ya jikan mai martaba sarkin zazzau,0
ba komai allah tabbatar mana da alkhairi,0
allah ya taya maka sarkin zazzau jikan musa,0
ameen thumma ameen in miji ne kuma gani,0
nigerian yafi dadi,0
mun gode mishi fa san nunshi da aiki amma dan allah yaushe zai sauqa ne kam nina gajida mulkin shi,0
s a w ameen barka da juma ah taska,0
taff toh allah ya kiyaye,0
hhh corona ta shrya bayin allah fah,0
toh allah ubangiji ya kawo mana karshen wan nan fitintinun ya allah ka tausaya mana don rahamar ka,0
mashaallah allah yasa mai amfani nine,0
allah ya gyara mana kasar mu,0
allah ya cika mana burinmu na âlhkäîrì kuma allah ya bani lfy da dukkan wani mara lfy allah ya xaunar da kasarmu nigeria lfy,0
shi yasa a nake yinka kasan ya kamata allah baka nasara a zabe mai zuwa allah yasa kaine zaka share mana hawayen mu allah yasa su dauki shawarar da kabasu baban mu mai goya talakawa da marayu,0
masha allah ubangiji allah ya kara azurtamu da xaman lpia,0
of course rahama sadau things sadau i love your acting aka tatuma,0
nagge dadi goma kashinki babu na yarwa,0
allah ya taimaka kuma yasa dikkan manufa ta alhairi ga reku allah yayi ruko da hannunku wajan yin daidai da aikata daidai,0
ai zaman lafia kenan mutai makawa yar uwarmu,0
don allah ko naira ce albarkacin watan ramadan taimako baya kadan ga number account muhammad lawal j gtbank aliyu yaro danshekara dake tudun wada funtua aliyu yana neman taimako wajen yan uwa musulmikusan wata kenan yana kwance baci ba sha,0
mudai allah yabamu mafi alheri,0
subhanallah allah ya tsayar haka,0
alhmdllh allah y ubangiji k basu ikon ae kata hkan,0
allah y kasaukaka mana,0
hmm amma rukayyah ta birgeni kwarai da gaske domin ba don ita ba da allah kadai yasan gararin da sumayya zata samu kanta a hannun talaka mai girman kai da kishin tsiya lukman is the answer in world of lovers and he is a love solving person,0
da zaman banza ay gara aikin kishiya,0
allah sarki rayuwa kenen wlh ya taka mahimmiyar rawa a kasar nan alhamdullilah mu dai zamuce kawai,0
funny addua tafishi,0
ai kaduna garin gomna munyi dacen jajirtaccen gomna,0
mashaallah allah ya ƙarawa malam lapia da shekaru masu albarka,0
yanzu na qara fahimtar wakar nan,0
congrats allah ya karo masu albarka,0
gaskiya na taya shi murna irin wannan cigaba,0
atiku muke so wallahi mun gaji da tsoho,0
momma nd abbiey️️allah yakara su lfy da nisan kwana,0
da kyau ai daman ita shiriya ta allah ce allah ya kan shirya bawansa lokacin da yaso allah kara shiryamu baki daya,0
allah subhanahu wataàla yajikansu yakuma gafartamusumukuma allah yakyautata karshenmu ya rabbalalameen,0
allah kubutar da saurar,0
alajii bah wani qalubalekowa yasan abinda zae faru barcelona ne da kofi,0
duniya kenan manyan sai tafiya suke allah yajiqanshi da rahama yasa aljannar fidausi ce makumarsa bijahi rasululah s a w,0
allah yabada nasara ameen s ameen kannywood,0
ranka ya dade celebrity,0
hehehehfinally finally rahama sadau in love,0
babban yaya happy birthday to you allah ya albarkanci rayuwa,0
ba dole ba yasha ruwan zam zam alaji allah qara lfya ya kuma kiyaye daukakin musulmi,0
ay wannan shekara dayar is not worth the celebrationallah dai ya kyauta kawai wai biki,0
ba customers kenanallah ya kara shiryawa,0
wane lbr ne mai dadi haka,0
ansha kyau i like ur style babe,0
muna soƙon allah da yazaɓa muna mafi alkhairi daga ciki ameen,0
gwamnatin mai gaskiya kenan,0
algeria amma duk da haka zamu yi iya kokari muga munyi waje da algeriya muna da yan kwallo zarata hazikai amma ya zama lalle suyi aiki tukuru da ƙwaƙwalwa da jiki bugu da kari shine amfani da wayo da dabaru da amfani da dama ko yaya take muna muku fata,0
wlh am really like your style rahama rahaman ne,0
zanchenka yasa natunada wata waqarka wacce karadawa suna ubangidana achikin waqar kanachewa uban gidana dazakadauki zanchena aradu allah daka haye tinanina,0
for sure abokin mu ne ai,0
an huta da wahala,0
innalillahi wa inna ilaihi rajiunallah yayimuna maganin masu wannan mugun aiki,0
allah ya gafarta masa yasa ya huta amin,0
gimbiya sarauniya kinbi jini da jijiya,0
kullun nayi sallah sai nayi addua allah yasa afara allurar rigakafin korona mah yan nigeria,0
aibashine nakoraba kawai har kaema yakamata kakori kanka da sauran yan majalisar baki daya kai harma da gwamnoni baki daya sbd komi naku gudanae allah kawomuna shuwagabanni adillae,0
da kyau wai dansanda ya ga rawar soja,0
ai shi mai daraja a ko ina yana da daraja da allah muka dogaraamana,0
assalam rankaidade taska a taimaka a sakar mana fim din gidan badamasi fitowa ta kar ya zamto cewa bacewar da alhaji yayi ya tafi da mai yimana uploading a youtube,0
kun iya bada labari,0
to munji mun kuma gode,0
way betterallah yacika nufi uban abba,0
mtcheww ya allah ka dora musulunci akan kafirci ya allah ka tozarta kafirci da kafirai ameen ya hayyu ya qayyum,0
congrats abar ma yara hakanan,0
wallahi most of you that are happy for this development should end in tears because allah said innaka mayyitun wainnahum mayyitoona thumma innakum yawma alqiyamati aainda rabbikum takhtasimoon,0
allah yakara lafiya masudaraja sunusi,0
true talk wllh king namu barkammu da asubaa allah yabamu alheran dake cikin wannan rana amen,0
ya allah ka kawo mana karshen wannan balain a nigeria,0
allah ka tsare musilmai baki daya,0
su rahma an sha kyau,0
barka da sallah hajia fati,0
cikin yardar ubangiji mun fara daukar shirin series season in sha allah bada jimawa ba zamu sanar da ku lokacin da zaa dawo haska muku shi ku taya mu da addua love️,0
allaha ya sa hakan ya zama alkhairi ga ƴan nigeria da nigeria gaba ɗaya,0
su babba da jikka an sami yanda akeso,0
innalillahi wainna ilaihi rajiuun kuɗi kamar riɗi,0
hmmm uwa maidadi allah kabarmu da iyayenmu plsss rahma accept me,0
allah yah ya kyauta,0
yar minister ina giysuwa,0
allah dai yasa baa rumfan mai shaye yake fadan wannan maganan bah,0
slm oga kana lfy fatan alkairi,0
✓establishment of frsc nde ndlea nalda ✓abujakano express way ✓creation of states ✓abuja as fct ✓establishment of copyright law etc general allah ya kara lafiya da nisan kwana aameen,0
ramatu asha kyau,0
salamaàlkou zafafa aminu aba oumar yabirgemu,0
gaskiya yaya aminu kayi don kasani cikin farin ciki sosai,0
nakalla a kano nakalla a kaduna amma haryanzu bangaji da kallon mati azazzau ba,0
she is thanks allah nata yafitofili nawasu sairanan gobe dun allah kubarta tahutalast time i check many things nanan dayakamata kuyimagana akai ok,0
allah sarki duniya rijf,0
ya allah ka kara mana son annabi saw,0
allah don alfarman annibi ka kawo mana karshin wannan musiban,0
kai a yan kwanakin nan fa hannun mai girma shugaban kasa muhammadu buhari a bude yake kyauta kawai yakeyi nima allah ya tsaga da rabona saura kuma wani yacemun nai bara,0
allah ya dawo masu mafita albarkan wannan wata na ramadan,0
munji dadin wannan labari muda a cikinta allah ya shiryar da su,0
nasha aradu pics innan sunyi killing ina,0
wannan haka yake babban shehi abinda allah yai annabi saiceto,0
allah duk wanda yakawoma musulunci wannan allah kayimuna maganin su bakidaya,0
ba komai baba allah yasa mudace,0
governor umara zulum kana ƙoƙari allah muke roƙo ya ƙara taimaka maka akan mulkin ka dama sauran shuwagabanni baki ɗaya allah ka kawo mana tsaro tabbatacce amin summa amin,0
allah yakarawa rayuwa albarka baba buhari,0
allah ya taimakekuya dauraku akan su allah yayi mana maganinsu amin ya hayyu yaqayyum,0
subhanallah allah yai musu mafita,0
hhh gaskia abu yayi bro falalu more basirafikira da fasaha to ur kwakwalwa,0
ydg fatan alheri ga iyalan shugaba buhari mungode allah da ya dawo mana dashi lfy da ana cewa bazai dawo ba sai dai gawan sa,0
nayi farin ciki sosai da naji labari babban sufeton yan sandan nigeria da ya ba da umarnin kama rahama sadau annabi saw bawasa bane allah yakarawa annabi daraja shi kuma ig allah yakara masa nisan kwana da daukaka a rayuwar sa da ta iyalinsa,0
marigayi alhaji umaru musa yar adua allah yayi masa rahama,0
allah ya shiryaki ameen,0
inanillahi wainna ilaihi rajiun allah ya jikan su da rahamar sa yasa aljannace makomar su dan alfarmar annabi muhammad s a w,0
wlh kamar ba ke ba so fresh,0
ya hayyu ya qayyum ka jikanmu ka kuma tausaya mana,0
wlh first time daya burgeni kenan,0
allah ya tonawa duk wani mae sahannu a taaddanci a kasarmu nigeria ameen,0
to allah yakawo mana daukinsa amin,0
gsky hajiya inada jaa maganar gsky naturawa yafi dadi,0
exactly auntie rahama️,0
wallahi yin april fool haramun ne ‍ can yhu imagine a kiraka ace maka one of ur gud lecturer had an accident early dis mrng ‍ gaskiya an shiga haqqina haram haram haram ‍,0
gaba dai gaba daii the qualified dr allah swt yaqara yiwa rayuwa albarka yan hauragiya kuma suje suyi tayi,0
ina so a tattauna dani a matsayina na future president of nigeria insha allah,0
allah yakara lpy da nisan kwana baba zullum,0
alhamdulillah am happy for zainab allah ya fitoda sauran da suke cikin irin wannan hali kuma basu samu mai cetosu ba,0
ehhh gaskiya dae yakamata a jinjinawa gwamnatin shugaba buhari koda kuwa ta wajan tallafawa alummar sa da yayi wajan samun sauyin kayan masarufi,0
masha allah baban mu,0
hakika allah bai saukarda cutaba face saida ya saukarda maganinta don haka shan magani kafin kamuwa da cuta bashine abunda allah yaceba aa saidai shan magani bayan kamuwa da cuta ba wai shan magani kafin gamuwa ba fatan allah yasa mudace yakara mana kariya,0
munayinki rahama happy birthday in advance,0
abin babuh dadin jih allah yakawo dauwa manman zaman lpy,0
allah yayafe mana gaba daya mal musa,0
to allah ya karbi ibadun mu,0
wan nan gaskiya ne adua itace komai allah yabamu iko,0
masha allah allah yabamu albarkacinsu,0
u wlkm sir allah ya qara daukaka,0
ya allah ga bayinka a gareka ya allah bamu da gata sai kai️,0
allah ya kasu lafia‍️,0
ayi mana posting din hoton data dauka mana dan nasan zaiyi kyau sosai zaa samu action a ciki,0
allah ya karo shekaru masu albarka my princess,0
nipa matar nn burgeni take yi da zata yarda ai da mun dedeta na aureta,0
malam wlh danaga kafito a driver abin ya burgeni sosai,0
yana dakyau a tantance su baba,0
allah yakawo karshen rashin zaman lafiya a nigeria dama duniya gabaki daya,0
toh allah yasa haka shine ya fi xama alkhairi,0
malam wallahi ka aureta kun dace sosai,0
allah ya kyauta allah ubangiji ya karemu,0
he is my governor kuma ina alfahari dashi,0
innalillahi wa inna ilaihi rajiun allah ya ya yafe miki shi ma allah ya gafarta masa,0
iska tana wahalshe dame kayan kara allah kasa ya debo da yawa amin,0
zan nima tuba daga allah allah ya femun zubaina da naiu baki daya amin ya allah no mai laifine ka yafemun birahmatika ya arhamar rahimin,0
ya allah kaxama gatan mu amma wallahi ba wanda xai iya kyaran nigeria sai allah subuhanahu wataalaa sbd tayi lalacewar da bamai iya kyarata sai ubangiji mu koma ga allh dumin shiyasan abinda mu bamu sani ba,0
innalillahi wainna ilaihi rajiun إِذ لم تستح فصنع م شعت annabisaw yake cewa idan dai har baku jin kunya toh kuyi duk abunda kuka gadama allah ka shiryemu da shiryuwa ka,0
ya allah kai mana maganin muta nennan dan girman ka kafimu sanin ta wacce hanya xaka biyo musu allah kana gani allah ka bi mana hiqqin mu amin,0
hakadai zaayi tayi mudai allah shine yake karemu kawai ya allah kacigaba da zama gatanmu,0
sakkwatawan shehu maida qasari zuma na shehu dan gaskiya ankayimu sokoto birnin shehu sokoto inba don awo ba da kinfi kano sakkwatawan shehu allura da zare come read my comment,0
allah ya kara miki jajir cewa wajen kawo mana sahihan labarai muna godiya,0
xan fi son na xama director din film,0
surutai da gutsuri tsoma ba za su kai kasar mu ko ina ba mu riki abin da allah ya zaba mana mu bishi da addua ta alkhairi don ci gaban kasar mu,0
to fah allah yayi dare gari ya waye daga mali kuma sai london,0
allah yaba ƙannaina nasarar auresu,0
yakamata ya sahale mana makaman daza mu iya tunkarar su dasu har idan sun kawo harin,0
allah yamuna mafita,0
tsohon senate ina gaisuwa nima a samo mun mana,0
hhhhh abun ya burgeki kenan but aunty keyakamata ki shiga tsakani kibawa deezel hakuri dan allah ya yafe musu,0
kowa da inda allah ya ajeshi mata iyayan gida inbabuko gida yabace gaskiya nidai banida mata harna hango abinda zansema matata awanna lokaci,0
yy kyau tafara gani sakamako tuna duniya,0
